angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.09,,"[85, 76, 228, 311]",,0.0,,0.16,,0.01,,0.54,,0.19,,0.01,
0.1,,"[84, 75, 228, 313]",,0.0,,0.14,,0.02,,0.57,,0.17,,0.01,
0.07,,"[81, 78, 236, 311]",,0.0,,0.13,,0.01,,0.65,,0.12,,0.01,
0.08,,"[84, 75, 229, 311]",,0.0,,0.17,,0.01,,0.51,,0.21,,0.01,
0.07,,"[84, 74, 228, 313]",,0.0,,0.16,,0.02,,0.56,,0.19,,0.01,
0.07,,"[85, 76, 228, 311]",,0.0,,0.2,,0.02,,0.5,,0.2,,0.01,
0.08,,"[84, 75, 229, 312]",,0.0,,0.2,,0.02,,0.48,,0.22,,0.01,
0.08,,"[83, 74, 231, 314]",,0.0,,0.15,,0.01,,0.55,,0.19,,0.01,
0.05,,"[81, 77, 237, 314]",,0.0,,0.1,,0.01,,0.67,,0.16,,0.01,
0.06,,"[85, 84, 230, 307]",,0.0,,0.09,,0.01,,0.62,,0.22,,0.01,
0.07,,"[85, 84, 231, 308]",,0.0,,0.08,,0.01,,0.57,,0.26,,0.01,
0.07,,"[85, 85, 230, 306]",,0.0,,0.12,,0.0,,0.58,,0.21,,0.01,
0.07,,"[85, 84, 230, 307]",,0.0,,0.09,,0.01,,0.61,,0.21,,0.01,
0.08,,"[85, 83, 231, 308]",,0.0,,0.08,,0.01,,0.6,,0.22,,0.0,
0.08,,"[85, 83, 231, 308]",,0.0,,0.08,,0.01,,0.62,,0.21,,0.0,
0.09,,"[84, 84, 230, 304]",,0.0,,0.15,,0.01,,0.55,,0.2,,0.0,
0.09,,"[84, 83, 231, 307]",,0.0,,0.15,,0.01,,0.53,,0.21,,0.01,
0.1,,"[84, 85, 230, 304]",,0.0,,0.13,,0.0,,0.57,,0.18,,0.01,
0.1,,"[85, 84, 229, 304]",,0.0,,0.13,,0.01,,0.56,,0.19,,0.01,
0.09,,"[84, 83, 230, 305]",,0.0,,0.17,,0.01,,0.5,,0.22,,0.01,
0.1,,"[86, 85, 228, 303]",,0.0,,0.1,,0.01,,0.63,,0.16,,0.01,
0.12,,"[85, 86, 229, 302]",,0.0,,0.13,,0.0,,0.54,,0.2,,0.01,
0.12,,"[85, 86, 229, 302]",,0.0,,0.13,,0.0,,0.56,,0.19,,0.01,
0.1,,"[86, 84, 229, 305]",,0.0,,0.12,,0.0,,0.54,,0.23,,0.01,
0.1,,"[86, 84, 229, 305]",,0.0,,0.12,,0.01,,0.55,,0.22,,0.01,
0.09,,"[84, 82, 231, 308]",,0.0,,0.17,,0.0,,0.52,,0.2,,0.01,
0.11,,"[85, 82, 231, 308]",,0.0,,0.14,,0.01,,0.5,,0.23,,0.01,
0.08,,"[84, 74, 230, 314]",,0.0,,0.2,,0.01,,0.49,,0.21,,0.02,
0.06,,"[83, 77, 236, 314]",,0.0,,0.1,,0.01,,0.65,,0.16,,0.01,
0.08,,"[82, 78, 237, 313]",,0.0,,0.17,,0.01,,0.57,,0.15,,0.02,
0.07,,"[82, 77, 237, 315]",,0.0,,0.12,,0.01,,0.61,,0.17,,0.02,
0.11,,"[82, 72, 233, 316]",,0.0,,0.28,,0.01,,0.36,,0.22,,0.03,
0.12,,"[82, 73, 232, 313]",,0.0,,0.32,,0.0,,0.25,,0.26,,0.03,
0.12,,"[81, 71, 234, 316]",,0.0,,0.29,,0.01,,0.34,,0.18,,0.06,
0.12,,"[80, 71, 235, 314]",,0.0,,0.32,,0.01,,0.3,,0.21,,0.04,
0.14,,"[82, 72, 235, 314]",,0.0,,0.34,,0.01,,0.29,,0.19,,0.04,
0.14,,"[82, 72, 235, 314]",,0.0,,0.33,,0.01,,0.29,,0.18,,0.04,
0.1,,"[81, 71, 234, 315]",,0.0,,0.25,,0.01,,0.43,,0.17,,0.03,
0.1,,"[81, 72, 235, 313]",,0.0,,0.25,,0.01,,0.42,,0.19,,0.03,
0.11,,"[82, 73, 234, 311]",,0.0,,0.33,,0.01,,0.31,,0.2,,0.04,
0.1,,"[82, 73, 234, 312]",,0.0,,0.28,,0.01,,0.37,,0.21,,0.04,
0.1,,"[85, 85, 230, 301]",,0.0,,0.21,,0.01,,0.55,,0.13,,0.01,
0.1,,"[85, 85, 230, 302]",,0.0,,0.19,,0.0,,0.54,,0.15,,0.01,
0.1,,"[85, 86, 230, 302]",,0.0,,0.16,,0.0,,0.59,,0.14,,0.01,
0.11,,"[85, 86, 230, 301]",,0.0,,0.17,,0.0,,0.59,,0.12,,0.01,
0.1,,"[85, 85, 231, 302]",,0.0,,0.18,,0.0,,0.6,,0.11,,0.01,
0.1,,"[85, 85, 231, 303]",,0.0,,0.18,,0.0,,0.57,,0.14,,0.01,
0.12,,"[84, 87, 231, 300]",,0.0,,0.2,,0.0,,0.55,,0.12,,0.01,
0.11,,"[84, 85, 231, 302]",,0.0,,0.24,,0.0,,0.49,,0.15,,0.01,
0.08,,"[84, 85, 231, 303]",,0.0,,0.17,,0.0,,0.62,,0.12,,0.01,
0.12,,"[85, 86, 230, 301]",,0.0,,0.22,,0.0,,0.51,,0.14,,0.01,
0.06,,"[85, 85, 230, 301]",,0.0,,0.18,,0.01,,0.66,,0.08,,0.01,
0.05,,"[84, 85, 231, 301]",,0.0,,0.16,,0.01,,0.7,,0.08,,0.01,
0.06,,"[84, 86, 231, 300]",,0.0,,0.19,,0.01,,0.65,,0.08,,0.01,
0.06,,"[84, 86, 231, 300]",,0.0,,0.18,,0.01,,0.65,,0.08,,0.01,
0.1,,"[84, 86, 231, 300]",,0.0,,0.2,,0.01,,0.59,,0.1,,0.01,
0.06,,"[85, 85, 231, 300]",,0.0,,0.18,,0.01,,0.65,,0.09,,0.01,
0.09,,"[85, 85, 231, 301]",,0.0,,0.15,,0.0,,0.63,,0.11,,0.01,
0.09,,"[85, 84, 232, 303]",,0.0,,0.17,,0.01,,0.62,,0.11,,0.01,
0.11,,"[84, 85, 232, 301]",,0.0,,0.16,,0.0,,0.61,,0.11,,0.01,
0.11,,"[85, 85, 231, 301]",,0.0,,0.16,,0.0,,0.61,,0.11,,0.01,
0.1,,"[85, 85, 231, 301]",,0.0,,0.19,,0.0,,0.58,,0.11,,0.01,
0.11,,"[86, 85, 230, 301]",,0.0,,0.18,,0.0,,0.59,,0.11,,0.01,
0.09,,"[86, 85, 230, 300]",,0.0,,0.22,,0.01,,0.53,,0.15,,0.01,
0.1,,"[87, 86, 229, 299]",,0.0,,0.19,,0.01,,0.59,,0.11,,0.01,
0.06,,"[86, 85, 230, 300]",,0.0,,0.17,,0.01,,0.63,,0.12,,0.01,
0.07,,"[86, 85, 231, 300]",,0.0,,0.17,,0.01,,0.66,,0.09,,0.0,
0.09,,"[87, 85, 231, 302]",,0.0,,0.13,,0.01,,0.65,,0.11,,0.01,
0.08,,"[87, 85, 231, 301]",,0.0,,0.18,,0.01,,0.63,,0.1,,0.01,
0.07,,"[86, 85, 231, 301]",,0.0,,0.14,,0.01,,0.64,,0.13,,0.01,
0.06,,"[87, 84, 231, 302]",,0.0,,0.14,,0.01,,0.67,,0.11,,0.01,
0.08,,"[88, 85, 230, 302]",,0.0,,0.14,,0.01,,0.65,,0.11,,0.01,
0.07,,"[87, 84, 232, 302]",,0.0,,0.14,,0.01,,0.65,,0.13,,0.01,
0.09,,"[87, 86, 231, 301]",,0.0,,0.15,,0.0,,0.62,,0.12,,0.01,
0.07,,"[88, 85, 230, 301]",,0.0,,0.18,,0.01,,0.6,,0.14,,0.01,
0.09,,"[86, 86, 232, 301]",,0.0,,0.21,,0.0,,0.54,,0.15,,0.01,
0.09,,"[87, 87, 231, 300]",,0.0,,0.18,,0.01,,0.6,,0.12,,0.01,
0.07,,"[88, 88, 230, 297]",,0.0,,0.22,,0.01,,0.58,,0.11,,0.01,
0.07,,"[88, 87, 230, 298]",,0.0,,0.22,,0.01,,0.56,,0.13,,0.01,
0.07,,"[87, 89, 229, 295]",,0.0,,0.22,,0.01,,0.56,,0.14,,0.01,
0.07,,"[87, 89, 229, 295]",,0.0,,0.22,,0.01,,0.56,,0.13,,0.01,
0.06,,"[88, 90, 228, 295]",,0.0,,0.12,,0.01,,0.7,,0.1,,0.0,
0.06,,"[88, 88, 229, 296]",,0.0,,0.17,,0.01,,0.59,,0.15,,0.01,
0.06,,"[88, 90, 227, 294]",,0.0,,0.16,,0.01,,0.64,,0.12,,0.0,
0.05,,"[88, 91, 228, 293]",,0.0,,0.14,,0.01,,0.69,,0.11,,0.0,
0.08,,"[88, 91, 228, 294]",,0.0,,0.15,,0.01,,0.65,,0.12,,0.01,
0.07,,"[89, 90, 227, 295]",,0.0,,0.13,,0.01,,0.68,,0.11,,0.0,
0.08,,"[88, 91, 228, 295]",,0.0,,0.16,,0.01,,0.65,,0.1,,0.01,
0.09,,"[88, 89, 228, 297]",,0.0,,0.14,,0.01,,0.67,,0.09,,0.01,
0.07,,"[87, 89, 229, 297]",,0.0,,0.17,,0.01,,0.66,,0.09,,0.01,
0.06,,"[88, 90, 227, 295]",,0.0,,0.17,,0.01,,0.65,,0.1,,0.01,
0.07,,"[87, 90, 228, 296]",,0.0,,0.17,,0.0,,0.64,,0.1,,0.01,
0.06,,"[88, 91, 227, 294]",,0.0,,0.14,,0.01,,0.69,,0.1,,0.01,
0.06,,"[87, 90, 228, 295]",,0.0,,0.12,,0.01,,0.7,,0.11,,0.0,
0.06,,"[87, 90, 228, 295]",,0.0,,0.12,,0.01,,0.7,,0.11,,0.0,
0.07,,"[87, 88, 228, 297]",,0.0,,0.13,,0.01,,0.67,,0.11,,0.01,
0.07,,"[87, 88, 228, 297]",,0.0,,0.14,,0.01,,0.66,,0.11,,0.01,
0.1,,"[86, 87, 230, 299]",,0.0,,0.19,,0.01,,0.57,,0.13,,0.01,
0.09,,"[86, 87, 229, 299]",,0.0,,0.22,,0.01,,0.5,,0.17,,0.01,
0.09,,"[86, 87, 229, 299]",,0.0,,0.24,,0.0,,0.49,,0.16,,0.01,
0.12,,"[87, 87, 228, 299]",,0.0,,0.24,,0.01,,0.48,,0.15,,0.01,
0.1,,"[86, 87, 229, 299]",,0.0,,0.24,,0.0,,0.51,,0.14,,0.01,
0.11,,"[86, 86, 229, 301]",,0.0,,0.28,,0.0,,0.44,,0.15,,0.01,
0.1,,"[86, 87, 229, 299]",,0.0,,0.27,,0.01,,0.45,,0.16,,0.01,
0.1,,"[86, 87, 229, 299]",,0.0,,0.24,,0.01,,0.48,,0.16,,0.01,
0.1,,"[85, 87, 230, 299]",,0.0,,0.23,,0.01,,0.5,,0.15,,0.01,
0.09,,"[85, 87, 230, 299]",,0.0,,0.21,,0.01,,0.54,,0.14,,0.01,
0.11,,"[86, 88, 229, 298]",,0.0,,0.18,,0.01,,0.57,,0.12,,0.01,
0.12,,"[85, 88, 230, 299]",,0.0,,0.17,,0.0,,0.6,,0.11,,0.01,
0.11,,"[85, 88, 230, 299]",,0.0,,0.18,,0.0,,0.58,,0.11,,0.01,
0.11,,"[86, 86, 229, 301]",,0.0,,0.23,,0.01,,0.5,,0.14,,0.01,
0.11,,"[86, 87, 230, 300]",,0.0,,0.19,,0.0,,0.56,,0.12,,0.01,
0.09,,"[85, 87, 230, 299]",,0.0,,0.2,,0.01,,0.55,,0.15,,0.01,
0.08,,"[85, 88, 229, 297]",,0.0,,0.19,,0.01,,0.56,,0.15,,0.01,
0.11,,"[85, 88, 229, 298]",,0.0,,0.18,,0.01,,0.56,,0.13,,0.01,
0.1,,"[86, 88, 228, 297]",,0.0,,0.19,,0.01,,0.56,,0.13,,0.01,
0.1,,"[85, 88, 230, 298]",,0.0,,0.18,,0.01,,0.57,,0.14,,0.01,
0.11,,"[86, 88, 229, 298]",,0.0,,0.18,,0.01,,0.58,,0.11,,0.01,
0.12,,"[86, 87, 229, 300]",,0.0,,0.21,,0.0,,0.53,,0.12,,0.01,
0.13,,"[86, 87, 229, 300]",,0.0,,0.22,,0.0,,0.53,,0.11,,0.01,
0.12,,"[86, 87, 229, 300]",,0.0,,0.21,,0.0,,0.54,,0.11,,0.01,
0.11,,"[86, 88, 229, 298]",,0.0,,0.19,,0.01,,0.57,,0.11,,0.01,
0.11,,"[86, 88, 229, 299]",,0.0,,0.18,,0.0,,0.58,,0.11,,0.01,
0.13,,"[85, 87, 231, 300]",,0.0,,0.2,,0.0,,0.55,,0.11,,0.01,
0.11,,"[85, 87, 230, 300]",,0.0,,0.21,,0.0,,0.49,,0.18,,0.01,
0.1,,"[86, 87, 228, 299]",,0.0,,0.23,,0.01,,0.5,,0.14,,0.02,
0.12,,"[85, 86, 230, 301]",,0.0,,0.23,,0.01,,0.46,,0.17,,0.02,
0.14,,"[85, 86, 231, 302]",,0.0,,0.22,,0.0,,0.47,,0.15,,0.02,
0.1,,"[84, 85, 232, 303]",,0.0,,0.24,,0.01,,0.47,,0.15,,0.02,
0.1,,"[85, 85, 231, 303]",,0.0,,0.23,,0.01,,0.5,,0.14,,0.02,
0.08,,"[85, 85, 230, 302]",,0.0,,0.23,,0.01,,0.52,,0.15,,0.01,
0.08,,"[85, 86, 229, 301]",,0.0,,0.25,,0.01,,0.49,,0.15,,0.02,
0.07,,"[84, 85, 230, 302]",,0.0,,0.23,,0.01,,0.52,,0.16,,0.02,
0.09,,"[84, 85, 231, 303]",,0.0,,0.21,,0.01,,0.53,,0.15,,0.02,
0.11,,"[85, 87, 229, 300]",,0.0,,0.19,,0.01,,0.54,,0.13,,0.02,
0.09,,"[84, 85, 231, 303]",,0.0,,0.2,,0.01,,0.54,,0.15,,0.02,
0.11,,"[85, 85, 230, 303]",,0.0,,0.23,,0.01,,0.47,,0.16,,0.02,
0.1,,"[84, 86, 230, 302]",,0.0,,0.22,,0.0,,0.52,,0.14,,0.01,
0.1,,"[84, 86, 230, 302]",,0.0,,0.22,,0.0,,0.51,,0.15,,0.01,
0.09,,"[85, 86, 229, 301]",,0.0,,0.24,,0.01,,0.49,,0.16,,0.01,
0.09,,"[85, 86, 229, 301]",,0.0,,0.24,,0.01,,0.5,,0.16,,0.01,
0.08,,"[85, 86, 229, 303]",,0.0,,0.19,,0.01,,0.6,,0.13,,0.01,
0.08,,"[85, 86, 228, 303]",,0.0,,0.19,,0.01,,0.6,,0.12,,0.01,
0.09,,"[86, 87, 228, 303]",,0.0,,0.14,,0.01,,0.66,,0.1,,0.0,
0.08,,"[86, 86, 228, 305]",,0.0,,0.13,,0.01,,0.68,,0.09,,0.0,
0.09,,"[87, 87, 226, 303]",,0.0,,0.17,,0.01,,0.62,,0.11,,0.01,
0.09,,"[87, 87, 226, 304]",,0.0,,0.17,,0.01,,0.61,,0.1,,0.01,
0.1,,"[86, 86, 228, 306]",,0.0,,0.21,,0.01,,0.53,,0.13,,0.01,
0.11,,"[87, 87, 226, 305]",,0.0,,0.2,,0.01,,0.52,,0.14,,0.01,
0.14,,"[86, 87, 228, 304]",,0.0,,0.34,,0.01,,0.32,,0.18,,0.03,
0.15,,"[86, 87, 228, 305]",,0.0,,0.34,,0.0,,0.3,,0.17,,0.04,
0.1,,"[85, 85, 229, 307]",,0.0,,0.32,,0.01,,0.37,,0.17,,0.03,
0.14,,"[85, 87, 228, 306]",,0.0,,0.31,,0.0,,0.39,,0.14,,0.03,
0.14,,"[86, 86, 227, 307]",,0.0,,0.39,,0.0,,0.28,,0.15,,0.05,
0.17,,"[86, 88, 228, 305]",,0.0,,0.35,,0.0,,0.27,,0.16,,0.04,
0.19,,"[86, 88, 227, 304]",,0.0,,0.39,,0.0,,0.21,,0.18,,0.04,
0.2,,"[86, 87, 228, 306]",,0.0,,0.36,,0.0,,0.25,,0.15,,0.03,
0.1,,"[86, 87, 227, 304]",,0.0,,0.38,,0.0,,0.27,,0.18,,0.06,
0.1,,"[86, 87, 227, 304]",,0.0,,0.41,,0.0,,0.26,,0.17,,0.06,
0.09,,"[86, 86, 227, 304]",,0.0,,0.49,,0.0,,0.18,,0.19,,0.05,
0.09,,"[87, 87, 226, 303]",,0.0,,0.45,,0.0,,0.24,,0.18,,0.04,
0.11,,"[86, 85, 228, 306]",,0.0,,0.44,,0.0,,0.21,,0.19,,0.04,
0.09,,"[86, 85, 228, 305]",,0.0,,0.42,,0.0,,0.2,,0.23,,0.05,
0.1,,"[87, 86, 228, 305]",,0.0,,0.5,,0.0,,0.15,,0.17,,0.07,
0.11,,"[87, 85, 228, 306]",,0.0,,0.51,,0.0,,0.14,,0.17,,0.06,
0.09,,"[88, 85, 228, 306]",,0.0,,0.49,,0.0,,0.17,,0.2,,0.06,
0.09,,"[88, 84, 228, 306]",,0.0,,0.49,,0.0,,0.15,,0.23,,0.04,
0.08,,"[89, 85, 228, 303]",,0.0,,0.53,,0.0,,0.17,,0.16,,0.06,
0.09,,"[89, 85, 228, 303]",,0.0,,0.53,,0.0,,0.15,,0.17,,0.05,
0.06,,"[88, 79, 233, 314]",,0.0,,0.55,,0.0,,0.1,,0.21,,0.08,
0.07,,"[88, 79, 232, 313]",,0.0,,0.55,,0.0,,0.09,,0.19,,0.09,
0.1,,"[90, 84, 230, 307]",,0.0,,0.43,,0.0,,0.19,,0.23,,0.05,
0.1,,"[90, 85, 230, 306]",,0.0,,0.44,,0.0,,0.16,,0.23,,0.06,
0.13,,"[91, 85, 230, 306]",,0.0,,0.47,,0.0,,0.16,,0.2,,0.04,
0.12,,"[91, 84, 230, 307]",,0.0,,0.49,,0.0,,0.14,,0.22,,0.03,
0.18,,"[90, 82, 233, 312]",,0.0,,0.46,,0.0,,0.08,,0.22,,0.05,
0.14,,"[90, 83, 232, 313]",,0.0,,0.57,,0.0,,0.04,,0.21,,0.04,
0.2,,"[90, 73, 232, 319]",,0.0,,0.41,,0.0,,0.06,,0.25,,0.07,
0.17,,"[90, 73, 232, 318]",,0.0,,0.48,,0.0,,0.05,,0.22,,0.08,
0.17,,"[90, 69, 236, 325]",,0.0,,0.44,,0.0,,0.06,,0.29,,0.04,
0.17,,"[90, 69, 235, 324]",,0.0,,0.43,,0.0,,0.05,,0.3,,0.05,
0.13,,"[91, 75, 234, 313]",,0.0,,0.38,,0.01,,0.07,,0.34,,0.07,
0.15,,"[91, 76, 233, 313]",,0.0,,0.36,,0.02,,0.07,,0.34,,0.06,
0.16,,"[92, 75, 233, 310]",,0.0,,0.34,,0.02,,0.05,,0.38,,0.06,
0.12,,"[91, 74, 233, 311]",,0.0,,0.46,,0.01,,0.03,,0.3,,0.08,
0.07,,"[92, 71, 236, 315]",,0.0,,0.47,,0.01,,0.06,,0.26,,0.13,
0.06,,"[92, 70, 236, 316]",,0.0,,0.5,,0.01,,0.05,,0.24,,0.13,
0.07,,"[93, 73, 234, 311]",,0.0,,0.44,,0.01,,0.06,,0.33,,0.1,
0.06,,"[92, 72, 236, 313]",,0.0,,0.44,,0.01,,0.07,,0.3,,0.12,
0.08,,"[91, 74, 237, 310]",,0.0,,0.42,,0.01,,0.15,,0.27,,0.06,
0.08,,"[92, 74, 236, 310]",,0.0,,0.43,,0.01,,0.15,,0.27,,0.06,
0.05,,"[87, 65, 243, 325]",,0.0,,0.35,,0.01,,0.28,,0.2,,0.1,
0.05,,"[87, 66, 243, 325]",,0.0,,0.38,,0.01,,0.27,,0.22,,0.08,
0.07,,"[85, 67, 244, 326]",,0.0,,0.38,,0.01,,0.32,,0.18,,0.05,
0.07,,"[85, 67, 244, 325]",,0.0,,0.38,,0.01,,0.31,,0.2,,0.05,
0.07,,"[89, 79, 234, 307]",,0.0,,0.32,,0.01,,0.47,,0.12,,0.02,
0.07,,"[89, 80, 233, 306]",,0.0,,0.3,,0.01,,0.47,,0.13,,0.02,
0.06,,"[89, 78, 233, 308]",,0.0,,0.26,,0.02,,0.55,,0.1,,0.02,
0.06,,"[88, 78, 234, 309]",,0.0,,0.26,,0.01,,0.57,,0.08,,0.02,
0.05,,"[89, 80, 232, 306]",,0.0,,0.15,,0.01,,0.7,,0.07,,0.02,
0.05,,"[89, 80, 231, 306]",,0.0,,0.14,,0.01,,0.71,,0.07,,0.02,
0.04,,"[89, 77, 232, 308]",,0.0,,0.18,,0.03,,0.65,,0.09,,0.02,
0.04,,"[88, 77, 233, 309]",,0.0,,0.18,,0.02,,0.67,,0.08,,0.01,
0.05,,"[88, 79, 233, 307]",,0.0,,0.12,,0.02,,0.74,,0.06,,0.01,
0.05,,"[88, 79, 233, 307]",,0.0,,0.12,,0.01,,0.74,,0.07,,0.01,
0.03,,"[89, 80, 233, 310]",,0.0,,0.12,,0.01,,0.72,,0.11,,0.01,
0.03,,"[89, 80, 233, 310]",,0.0,,0.11,,0.01,,0.73,,0.11,,0.01,
0.02,,"[87, 77, 235, 313]",,0.0,,0.07,,0.01,,0.84,,0.05,,0.0,
0.02,,"[87, 78, 234, 311]",,0.0,,0.08,,0.01,,0.84,,0.04,,0.0,
0.03,,"[87, 78, 234, 312]",,0.0,,0.1,,0.01,,0.79,,0.07,,0.0,
0.03,,"[87, 78, 234, 311]",,0.0,,0.09,,0.01,,0.81,,0.05,,0.0,
0.07,,"[86, 71, 234, 313]",,0.0,,0.24,,0.02,,0.49,,0.15,,0.03,
0.08,,"[87, 71, 233, 313]",,0.0,,0.23,,0.02,,0.48,,0.16,,0.03,
0.03,,"[88, 79, 235, 311]",,0.0,,0.08,,0.02,,0.81,,0.05,,0.01,
0.03,,"[88, 79, 235, 311]",,0.0,,0.08,,0.02,,0.81,,0.05,,0.01,
0.04,,"[86, 83, 235, 307]",,0.0,,0.13,,0.01,,0.74,,0.08,,0.01,
0.03,,"[86, 82, 235, 308]",,0.0,,0.1,,0.01,,0.8,,0.06,,0.01,
0.04,,"[86, 82, 233, 307]",,0.0,,0.14,,0.02,,0.74,,0.06,,0.01,
0.04,,"[87, 81, 233, 307]",,0.0,,0.19,,0.02,,0.64,,0.09,,0.01,
0.03,,"[87, 84, 232, 305]",,0.0,,0.11,,0.02,,0.77,,0.06,,0.01,
0.03,,"[86, 82, 234, 308]",,0.0,,0.12,,0.02,,0.77,,0.05,,0.01,
0.04,,"[87, 83, 233, 306]",,0.0,,0.13,,0.02,,0.71,,0.08,,0.01,
0.04,,"[87, 84, 233, 305]",,0.0,,0.12,,0.01,,0.75,,0.06,,0.01,
0.06,,"[87, 82, 233, 307]",,0.0,,0.15,,0.02,,0.66,,0.1,,0.01,
0.06,,"[87, 82, 233, 307]",,0.0,,0.16,,0.02,,0.66,,0.1,,0.01,
0.07,,"[88, 81, 232, 307]",,0.0,,0.19,,0.02,,0.6,,0.12,,0.01,
0.06,,"[88, 81, 232, 307]",,0.0,,0.18,,0.02,,0.61,,0.12,,0.01,
0.02,,"[89, 82, 233, 309]",,0.0,,0.05,,0.03,,0.86,,0.04,,0.01,
0.02,,"[88, 81, 234, 310]",,0.0,,0.05,,0.03,,0.86,,0.04,,0.0,
0.02,,"[87, 81, 233, 313]",,0.0,,0.06,,0.01,,0.86,,0.05,,0.0,
0.03,,"[88, 83, 232, 309]",,0.0,,0.07,,0.01,,0.8,,0.07,,0.0,
0.02,,"[87, 80, 234, 313]",,0.0,,0.05,,0.02,,0.86,,0.04,,0.01,
0.02,,"[87, 79, 234, 315]",,0.0,,0.05,,0.02,,0.86,,0.05,,0.01,
0.02,0.07,"[85, 79, 235, 315]","[340, 224, 62, 93]",0.0,0.0,0.06,0.23,0.02,0.09,0.83,0.2,0.06,0.34,0.01,0.07
0.02,0.07,"[86, 80, 234, 314]","[340, 224, 62, 93]",0.0,0.0,0.05,0.23,0.02,0.09,0.85,0.2,0.05,0.34,0.01,0.07
0.03,0.06,"[85, 81, 233, 309]","[341, 225, 60, 90]",0.0,0.0,0.08,0.23,0.03,0.11,0.79,0.21,0.06,0.32,0.01,0.06
0.03,0.06,"[84, 82, 233, 308]","[340, 224, 61, 92]",0.0,0.0,0.08,0.24,0.03,0.1,0.79,0.22,0.05,0.29,0.01,0.08
0.02,,"[84, 82, 234, 310]",,0.0,,0.06,,0.03,,0.84,,0.04,,0.01,
0.02,0.05,"[84, 81, 234, 313]","[338, 225, 59, 89]",0.0,0.0,0.06,0.23,0.03,0.15,0.83,0.19,0.05,0.33,0.01,0.05
0.02,0.05,"[84, 80, 234, 314]","[339, 225, 59, 88]",0.0,0.0,0.06,0.22,0.03,0.13,0.82,0.23,0.06,0.28,0.01,0.08
0.02,0.07,"[84, 81, 234, 314]","[344, 230, 49, 71]",0.0,0.0,0.06,0.18,0.03,0.17,0.83,0.24,0.06,0.32,0.01,0.02
0.02,0.09,"[83, 83, 233, 311]","[343, 230, 50, 71]",0.0,0.0,0.06,0.17,0.03,0.21,0.84,0.23,0.05,0.28,0.01,0.02
0.01,0.08,"[83, 82, 234, 311]","[344, 230, 49, 71]",0.0,0.0,0.05,0.17,0.05,0.22,0.84,0.23,0.04,0.28,0.01,0.02
0.02,,"[84, 83, 233, 311]",,0.0,,0.05,,0.05,,0.83,,0.04,,0.01,
0.02,,"[84, 82, 232, 313]",,0.0,,0.05,,0.05,,0.82,,0.05,,0.01,
0.02,,"[83, 82, 233, 313]",,0.0,,0.06,,0.04,,0.84,,0.04,,0.01,
0.02,,"[83, 83, 233, 312]",,0.0,,0.06,,0.02,,0.84,,0.05,,0.01,
0.02,,"[83, 83, 233, 312]",,0.0,,0.07,,0.02,,0.82,,0.06,,0.01,
0.02,,"[83, 83, 234, 312]",,0.0,,0.07,,0.02,,0.82,,0.06,,0.01,
0.02,,"[83, 82, 233, 313]",,0.0,,0.06,,0.04,,0.81,,0.05,,0.01,
0.02,,"[83, 82, 233, 313]",,0.0,,0.06,,0.05,,0.81,,0.05,,0.01,
0.02,,"[83, 81, 234, 314]",,0.0,,0.05,,0.04,,0.83,,0.05,,0.01,
0.02,,"[83, 81, 233, 314]",,0.0,,0.05,,0.04,,0.84,,0.05,,0.01,
0.02,0.05,"[83, 82, 232, 312]","[343, 230, 51, 73]",0.0,0.0,0.05,0.16,0.03,0.23,0.85,0.2,0.05,0.33,0.01,0.02
0.02,0.05,"[83, 82, 232, 312]","[343, 230, 51, 73]",0.0,0.0,0.05,0.16,0.03,0.23,0.84,0.21,0.05,0.34,0.01,0.02
0.02,,"[83, 82, 232, 313]",,0.0,,0.06,,0.04,,0.8,,0.07,,0.01,
0.02,,"[83, 82, 232, 313]",,0.0,,0.06,,0.04,,0.79,,0.07,,0.01,
0.02,,"[83, 80, 233, 315]",,0.0,,0.05,,0.04,,0.81,,0.06,,0.01,
0.03,,"[83, 84, 231, 309]",,0.0,,0.07,,0.02,,0.81,,0.06,,0.01,
0.03,,"[84, 83, 231, 312]",,0.0,,0.06,,0.03,,0.79,,0.08,,0.01,
0.03,,"[83, 84, 232, 309]",,0.0,,0.05,,0.03,,0.82,,0.07,,0.01,
0.02,,"[82, 82, 234, 313]",,0.0,,0.06,,0.04,,0.8,,0.07,,0.01,
0.02,,"[82, 81, 234, 313]",,0.0,,0.05,,0.03,,0.82,,0.06,,0.01,
0.03,,"[82, 83, 233, 312]",,0.0,,0.07,,0.04,,0.78,,0.07,,0.01,
0.03,,"[82, 82, 233, 313]",,0.0,,0.06,,0.04,,0.81,,0.06,,0.01,
0.02,0.08,"[82, 83, 232, 311]","[343, 228, 51, 74]",0.0,0.0,0.06,0.17,0.03,0.24,0.83,0.24,0.06,0.25,0.01,0.02
0.02,,"[83, 83, 231, 311]",,0.0,,0.06,,0.03,,0.82,,0.06,,0.01,
0.02,,"[82, 83, 232, 311]",,0.0,,0.06,,0.04,,0.82,,0.05,,0.01,
0.02,,"[82, 83, 232, 311]",,0.0,,0.06,,0.04,,0.82,,0.05,,0.01,
0.02,,"[83, 84, 231, 310]",,0.0,,0.06,,0.05,,0.81,,0.05,,0.01,
